Stt,Folder,ID,Tay T (trai)/P (phai)/2 (ca 2 tay)
No. 1082,train1,2579,T
No. 1083,train1,2580,T
No. 1084,train1,2581,T
No. 1085,train1,2582,T
No. 1086,train1,2583,T
No. 1087,train1,2584,P
No. 1088,train1,2585,T
No. 1089,train1,2586,T
No. 1090,train1,2587,T
No. 1091,train1,2588,T
No. 1092,train1,2589,T
No. 1093,train1,2590,T
No. 1094,train1,2591,T
No. 1095,train1,2592,T
No. 1096,train1,2594,T
No. 1097,train1,2595,T
No. 1098,train1,2596,T
No. 1099,train1,2597,T
No. 1100,train1,2598,T
No. 1101,train1,2599,T
No. 1102,train1,2600,T
No. 1103,train1,2601,T
No. 1104,train1,2603,T
No. 1105,train1,2604,T
No. 1106,train1,2605,T
No. 1107,train1,2606,T
No. 1108,train1,2607,T
No. 1109,train1,2608,T
No. 1110,train1,2609,T
No. 1111,train1,2611,T
No. 1112,train1,2612,T
No. 1113,train1,2613,T
No. 1114,train1,2614,T
No. 1115,train1,2615,T
No. 1116,train1,2616,T
No. 1117,train1,2617,T
No. 1118,train1,2618,T
No. 1119,train1,2620,T
No. 1120,train1,2621,T
No. 1121,train1,2622,T
No. 1122,train1,2623,T
No. 1123,train1,2624,T
No. 1124,train1,2625,T
No. 1125,train1,2626,T
No. 1126,train1,2627,T
No. 1127,train1,2628,T
No. 1128,train1,2629,T
No. 1129,train1,2631,T
No. 1130,train1,2632,T
No. 1131,train1,2633,T
No. 1132,train1,2635,T
No. 1133,train1,2636,T
No. 1134,train1,2637,T
No. 1135,train1,2638,T
No. 1136,train1,2639,T
No. 1137,train1,2640,T
No. 1138,train1,2641,T
No. 1139,train1,2642,T
No. 1140,train1,2643,T
No. 1141,train1,2644,T
No. 1142,train1,2645,T
No. 1143,train1,2646,T
No. 1144,train1,2647,T
No. 1145,train1,2648,T
No. 1146,train1,2649,T
No. 1147,train1,2650,T
No. 1148,train1,2651,T
No. 1149,train1,2652,T
No. 1150,train1,2653,T
No. 1151,train1,2654,T
No. 1152,train1,2655,T
No. 1153,train1,2656,T
No. 1154,train1,2657,T
No. 1155,train1,2658,T
No. 1156,train1,2659,T
No. 1157,train1,2660,P
No. 1158,train1,2661,T
No. 1159,train1,2662,T
No. 1160,train1,2663,T
No. 1161,train1,2664,T
No. 1162,train1,2665,T
No. 1163,train1,2666,T
No. 1164,train1,2667,T
No. 1165,train1,2668,P
No. 1166,train1,2669,P
No. 1167,train1,2670,T
No. 1168,train1,2671,T
No. 1169,train1,2672,T
No. 1170,train1,2673,T
No. 1171,train1,2674,T
No. 1172,train1,2677,T
No. 1173,train1,2678,T
No. 1174,train1,2679,T
No. 1175,train1,2680,T
No. 1176,train1,2681,T
No. 1177,train1,2682,P
No. 1178,train1,2684,T
No. 1179,train1,2685,T
No. 1180,train1,2686,T
No. 1181,train1,2687,T
No. 1182,train1,2688,T
No. 1183,train1,2689,P
No. 1184,train1,2690,T
No. 1185,train1,2691,T
No. 1186,train1,2692,T
No. 1187,train1,2693,T
No. 1188,train1,2694,T
No. 1189,train1,2695,T
No. 1190,train1,2696,T
No. 1191,train1,2697,T
No. 1192,train1,2698,T
No. 1193,train1,2699,T
No. 1194,train1,2700,T
No. 1195,train1,2701,T
No. 1196,train1,2702,T
No. 1197,train1,2703,T
No. 1198,train1,2704,T
No. 1199,train1,2705,T
No. 1200,train1,2706,T
No. 1201,train1,2707,T
No. 1202,train1,2708,T
No. 1203,train1,2709,T
No. 1204,train1,2710,T
No. 1205,train1,2712,T
No. 1206,train1,2713,T
No. 1207,train1,2714,T
No. 1208,train1,2715,T
No. 1209,train1,2716,T
No. 1210,train1,2717,T
No. 1211,train1,2718,T
No. 1212,train1,2719,T
No. 1213,train1,2721,T
No. 1214,train1,2722,T
No. 1215,train1,2723,T
No. 1216,train1,2724,P
No. 1217,train1,2725,T
No. 1218,train1,2726,T
No. 1219,train1,2727,T
No. 1220,train1,2728,T
No. 1221,train1,2729,T
No. 1222,train1,2730,T
No. 1223,train1,2731,P
No. 1224,train1,2732,T
No. 1225,train1,2733,T
No. 1226,train1,2734,T
No. 1227,train1,2735,T
No. 1228,train1,2736,P
No. 1229,train1,2737,T
No. 1230,train1,2738,T
No. 1231,train1,2739,T
No. 1232,train1,2740,T
No. 1233,train1,2741,T
No. 1234,train1,2742,T
No. 1235,train1,2743,T
No. 1236,train1,2744,T
No. 1237,train1,2745,T
No. 1238,train1,2746,T
No. 1239,train1,2747,T
No. 1240,train1,2748,T
No. 1241,train1,2749,T
No. 1242,train1,2750,T
No. 1243,train1,2752,T
No. 1244,train1,2753,T
No. 1245,train1,2754,T
No. 1246,train1,2755,T
No. 1247,train1,2756,T
No. 1248,train1,2757,P
No. 1249,train1,2758,T
No. 1250,train1,2759,T
No. 1251,train1,2760,T
No. 1252,train1,2761,T
No. 1253,train1,2762,T
No. 1254,train1,2765,T
No. 1255,train1,2766,T
No. 1256,train1,2767,T
No. 1257,train1,2768,T
No. 1258,train1,2769,T
No. 1259,train1,2771,T
No. 1260,train1,2772,T
No. 1261,train1,2773,P
No. 1262,train1,2774,P
No. 1263,train1,2775,T
No. 1264,train1,2776,T
No. 1265,train1,2777,T
No. 1266,train1,2778,T
No. 1267,train1,2779,T
No. 1268,train1,2780,T
No. 1269,train1,2781,T
No. 1270,train1,2782,T
No. 1271,train1,2783,T
No. 1272,train1,2784,T
No. 1273,train1,2785,T
No. 1274,train1,2786,T
No. 1275,train1,2787,P
No. 1276,train1,2788,T
No. 1277,train1,2789,T
No. 1278,train1,2790,T
No. 1279,train1,2791,T
No. 1280,train1,2792,T
No. 1281,train1,2793,T
No. 1282,train1,2794,T
No. 1283,train1,2795,T
No. 1284,train1,2797,T
No. 1285,train1,2798,T
No. 1286,train1,2799,T
No. 1287,train1,2801,T
No. 1288,train1,2802,T
No. 1289,train1,2804,T
No. 1290,train1,2805,T
No. 1291,train1,2806,T
No. 1292,train1,2807,T
No. 1293,train1,2808,T
No. 1294,train1,2810,T
No. 1295,train1,2811,T
No. 1296,train1,2812,T
No. 1297,train1,2813,P
No. 1298,train1,2814,T
No. 1299,train1,2815,T
No. 1300,train1,2817,T
No. 1301,train1,2818,T
No. 1302,train1,2819,T
No. 1303,train1,2821,T
No. 1304,train1,2823,T
No. 1305,train1,2825,T
No. 1306,train1,2826,T
No. 1307,train1,2827,T
No. 1308,train1,2828,T
No. 1309,train1,2829,T
No. 1310,train1,2830,T
No. 1311,train1,2832,T
No. 1312,train1,2834,T
No. 1313,train1,2835,T
No. 1314,train1,2836,T
No. 1315,train1,2837,T
No. 1316,train1,2838,P
No. 1317,train1,2839,T
No. 1318,train1,2841,T
No. 1319,train1,2843,T
No. 1320,train1,2844,T
No. 1321,train1,2845,T
No. 1322,train1,2846,T
No. 1323,train1,2847,T
No. 1324,train1,2848,T
No. 1325,train1,2849,T
No. 1326,train1,2850,T
No. 1327,train1,2851,T
No. 1328,train1,2852,T
No. 1329,train1,2853,T
No. 1330,train1,2854,T
No. 1331,train1,2855,T
No. 1332,train1,2856,T
No. 1333,train1,2857,T
No. 1334,train1,2858,T
No. 1335,train1,2859,T
No. 1336,train1,2861,T
No. 1337,train1,2862,T
No. 1338,train1,2864,T
No. 1339,train1,2865,T
No. 1340,train1,2866,T
No. 1341,train1,2867,T
No. 1342,train1,2868,P
No. 1343,train1,2870,T
No. 1344,train1,2871,T
No. 1345,train1,2872,T
No. 1346,train1,2873,T
No. 1347,train1,2874,T
No. 1348,train1,2875,T
No. 1349,train1,2876,T
No. 1350,train1,2877,T
No. 1351,train1,2878,T
No. 1352,train1,2879,T
No. 1353,train1,2880,T
No. 1354,train1,2881,T
No. 1355,train1,2882,T
No. 1356,train1,2883,T
No. 1357,train1,2884,T
No. 1358,train1,2885,T
No. 1359,train1,2886,T
No. 1360,train1,2887,T
No. 1361,train1,2888,T
No. 1362,train1,2889,T
No. 1363,train1,2890,T
No. 1364,train1,2892,T
No. 1365,train1,2893,T
No. 1366,train1,2894,T
No. 1367,train1,2895,T
No. 1368,train1,2896,T
No. 1369,train1,2897,T
No. 1370,train1,2898,T
No. 1371,train1,2899,T
No. 1372,train1,2900,T
No. 1373,train1,2901,T
No. 1374,train1,2902,T
No. 1375,train1,2903,T
No. 1376,train1,2904,T
No. 1377,train1,2905,T
No. 1378,train1,2906,T
No. 1379,train1,2907,T
No. 1380,train1,2908,T
No. 1381,train1,2909,T
No. 1382,train1,2911,T
No. 1383,train1,2912,T
No. 1384,train1,2913,T
No. 1385,train1,2914,T
No. 1386,train1,2916,T
No. 1387,train1,2917,T
No. 1388,train1,2918,T
No. 1389,train1,2920,T
No. 1390,train1,2921,T
No. 1391,train1,2922,T
No. 1392,train1,2923,T
No. 1393,train1,2924,T
No. 1394,train1,2925,T
No. 1395,train1,2926,T
No. 1396,train1,2927,T
No. 1397,train1,2928,T
No. 1398,train1,2929,T
No. 1399,train1,2930,T
No. 1400,train1,2932,T
No. 1401,train1,2933,T
No. 1402,train1,2934,T
No. 1403,train1,2935,T
No. 1404,train1,2936,T
No. 1405,train1,2937,T
No. 1406,train1,2938,T
No. 1407,train1,2939,T
No. 1408,train1,2942,T
No. 1409,train1,2943,p
No. 1410,train1,2944,T
No. 1411,train1,2946,T
No. 1412,train1,2947,T
No. 1413,train1,2948,T
No. 1414,train1,2949,T
No. 1415,train1,2950,T
No. 1416,train1,2951,T
No. 1417,train1,2952,T
No. 1418,train1,2953,T
No. 1419,train1,2954,T
No. 1420,train1,2955,T
No. 1421,train1,2956,T
No. 1422,train1,2957,T
No. 1423,train1,2958,T
No. 1424,train1,2959,T
No. 1425,train1,2961,T
No. 1426,train1,2962,T
No. 1427,train1,2963,T
No. 1428,train1,2964,T
No. 1429,train1,2965,T
No. 1430,train1,2966,T
No. 1431,train1,2969,T
No. 1432,train1,2970,T
No. 1433,train1,2971,T
No. 1434,train1,2974,T
No. 1435,train1,2975,T
No. 1436,train1,2976,T
No. 1437,train1,2977,T
No. 1438,train1,2978,T
No. 1439,train1,2979,T
No. 1440,train1,2980,T
No. 1441,train1,2982,T
No. 1442,train1,2983,T
No. 1443,train1,2984,T
No. 1444,train1,2985,T
No. 1445,train1,2986,T
No. 1446,train1,2987,T
No. 1447,train1,2988,T
No. 1448,train1,2989,T
No. 1449,train1,2990,T
No. 1450,train1,2991,T
No. 1451,train1,2992,T
No. 1452,train1,2993,T
No. 1453,train1,2994,T
No. 1454,train1,2996,T
No. 1455,train1,2997,T
No. 1456,train1,2998,T
No. 1457,train1,2999,T
No. 1458,train1,3000,T
No. 1459,train1,3001,T
No. 1460,train1,3002,T
No. 1461,train1,3003,T
No. 1462,train1,3004,T
No. 1463,train1,3005,T
No. 1464,train1,3006,T
No. 1465,train1,3007,T
No. 1466,train1,3008,T
No. 1467,train1,3010,T
No. 1468,train1,3011,T
No. 1469,train1,3012,T
No. 1470,train1,3013,T
No. 1471,train1,3014,T
No. 1472,train1,3015,T
No. 1473,train1,3016,T
No. 1474,train1,3017,T
No. 1475,train1,3018,T
No. 1476,train1,3019,T
No. 1477,train1,3020,T
No. 1478,train1,3021,T
No. 1479,train1,3022,T
No. 1480,train1,3023,T
No. 1481,train1,3024,T
No. 1482,train1,3025,T
No. 1483,train1,3026,T
No. 1484,train1,3027,T
No. 1485,train1,3028,T
No. 1486,train1,3029,T
No. 1487,train1,3030,T
No. 1488,train1,3031,T
No. 1489,train1,3032,T
No. 1490,train1,3033,T
No. 1491,train1,3034,T
No. 1492,train1,3035,T
No. 1493,train1,3036,T
No. 1494,train1,3037,T
No. 1495,train1,3038,T
No. 1496,train1,3039,T
No. 1497,train1,3040,T
No. 1498,train1,3041,T
No. 1499,train1,3042,T
No. 1500,train1,3043,T
